state,year,quarter,district,registered_users,app_opens
Andhra Pradesh,2024,4,Prakasam,1199895,69401816
Andhra Pradesh,2024,4,Parvathipuram Manyam,308844,15107951
Andhra Pradesh,2024,4,Dr Br Ambedkar Konaseema,809552,37840561
Andhra Pradesh,2024,4,Bapatla,721054,42884719
Andhra Pradesh,2024,4,Ntr,2010922,127291705
Andhra Pradesh,2024,4,Kakinada,1333623,72916150
Andhra Pradesh,2024,4,Anakapalli,883659,74150140
Andhra Pradesh,2024,4,Ysr,1242179,77109426
Andhra Pradesh,2024,4,West Godavari,1048900,63906091
Andhra Pradesh,2024,4,Eluru,1099358,61712408
Andhra Pradesh,2024,4,Chittoor,981212,67779596
Arunachal Pradesh,2018,1,Lower Subansiri,498,0
Arunachal Pradesh,2018,1,Tirap,557,0
Arunachal Pradesh,2018,1,Papum Pare,7649,0
Arunachal Pradesh,2018,1,Anjaw,278,0
Arunachal Pradesh,2018,1,Lower Siang,270,0
Arunachal Pradesh,2018,1,Dibang Valley,66,0
Arunachal Pradesh,2018,1,West Kameng,2202,0
Arunachal Pradesh,2018,1,Shi Yomi,49,0
Arunachal Pradesh,2018,1,East Kameng,222,0
Arunachal Pradesh,2018,1,Lohit,1207,0
Arunachal Pradesh,2018,1,Lepa Rada,210,0
Arunachal Pradesh,2018,1,Lower Dibang Valley,601,0
Arunachal Pradesh,2018,1,Longding,256,0
Arunachal Pradesh,2018,1,West Siang,846,0
Arunachal Pradesh,2018,1,Kamle,22,0
Arunachal Pradesh,2018,1,Upper Siang,301,0
Arunachal Pradesh,2018,1,Kurung Kumey,97,0
Arunachal Pradesh,2018,1,Siang,192,0
Arunachal Pradesh,2018,1,Kra Daadi,88,0
Arunachal Pradesh,2018,1,Changlang,1208,0
Arunachal Pradesh,2018,1,Pakke Kessang,39,0
Arunachal Pradesh,2018,1,East Siang,1803,0
Arunachal Pradesh,2018,1,Upper Subansiri,572,0
Arunachal Pradesh,2018,1,Tawang,1525,0
Arunachal Pradesh,2018,1,Namsai,737,0
Arunachal Pradesh,2018,2,Lower Subansiri,724,0
Arunachal Pradesh,2018,2,Tirap,856,0
Arunachal Pradesh,2018,2,Papum Pare,11418,0
Arunachal Pradesh,2018,2,Anjaw,410,0
Arunachal Pradesh,2018,2,Lower Siang,494,0
Arunachal Pradesh,2018,2,Dibang Valley,112,0
Arunachal Pradesh,2018,2,West Kameng,3442,0
Arunachal Pradesh,2018,2,Shi Yomi,80,0
Arunachal Pradesh,2018,2,East Kameng,343,0
Arunachal Pradesh,2018,2,Lohit,1898,0
Arunachal Pradesh,2018,2,Lepa Rada,318,0
Arunachal Pradesh,2018,2,Lower Dibang Valley,893,0
Arunachal Pradesh,2018,2,Longding,412,0
Arunachal Pradesh,2018,2,West Siang,1224,0
Arunachal Pradesh,2018,2,Kamle,37,0
Arunachal Pradesh,2018,2,Upper Siang,481,0
Arunachal Pradesh,2018,2,Kurung Kumey,153,0
Arunachal Pradesh,2018,2,Siang,293,0
Arunachal Pradesh,2018,2,Kra Daadi,144,0
Arunachal Pradesh,2018,2,Changlang,2014,0
Arunachal Pradesh,2018,2,Pakke Kessang,66,0
Arunachal Pradesh,2018,2,East Siang,2646,0
Arunachal Pradesh,2018,2,Upper Subansiri,883,0
Arunachal Pradesh,2018,2,Tawang,2266,0
Arunachal Pradesh,2018,2,Namsai,1276,0
Arunachal Pradesh,2018,3,Lower Subansiri,1033,0
Arunachal Pradesh,2018,3,Tirap,1226,0
Arunachal Pradesh,2018,3,Papum Pare,16009,0
Arunachal Pradesh,2018,3,Anjaw,542,0
Arunachal Pradesh,2018,3,Lower Siang,717,0
Arunachal Pradesh,2018,3,Dibang Valley,145,0
Arunachal Pradesh,2018,3,West Kameng,4765,0
Arunachal Pradesh,2018,3,Shi Yomi,118,0
Arunachal Pradesh,2018,3,East Kameng,521,0
Arunachal Pradesh,2018,3,Lohit,2612,0
Arunachal Pradesh,2018,3,Lepa Rada,431,0
Arunachal Pradesh,2018,3,Lower Dibang Valley,1286,0
Arunachal Pradesh,2018,3,Longding,644,0
Arunachal Pradesh,2018,3,West Siang,1652,0
Arunachal Pradesh,2018,3,Kamle,65,0
Arunachal Pradesh,2018,3,Upper Siang,646,0
Arunachal Pradesh,2018,3,Kurung Kumey,222,0
Arunachal Pradesh,2018,3,Siang,373,0
Arunachal Pradesh,2018,3,Kra Daadi,190,0
Arunachal Pradesh,2018,3,Changlang,2889,0
Arunachal Pradesh,2018,3,Pakke Kessang,103,0
Arunachal Pradesh,2018,3,East Siang,3590,0
Arunachal Pradesh,2018,3,Upper Subansiri,1169,0
Arunachal Pradesh,2018,3,Tawang,3112,0
Arunachal Pradesh,2018,3,Namsai,1862,0
Arunachal Pradesh,2018,4,Lower Subansiri,1459,0
Arunachal Pradesh,2018,4,Tirap,1684,0
Arunachal Pradesh,2018,4,Papum Pare,21342,0
Arunachal Pradesh,2018,4,Anjaw,744,0
Arunachal Pradesh,2018,4,Lower Siang,936,0
Arunachal Pradesh,2018,4,Dibang Valley,178,0
Arunachal Pradesh,2018,4,West Kameng,6492,0
Arunachal Pradesh,2018,4,Shi Yomi,144,0
Arunachal Pradesh,2018,4,East Kameng,691,0
Arunachal Pradesh,2018,4,Lohit,3588,0
Arunachal Pradesh,2018,4,Lepa Rada,548,0
Arunachal Pradesh,2018,4,Lower Dibang Valley,1827,0
Arunachal Pradesh,2018,4,Longding,923,0
Arunachal Pradesh,2018,4,West Siang,2117,0
Arunachal Pradesh,2018,4,Kamle,109,0
Arunachal Pradesh,2018,4,Upper Siang,868,0
Arunachal Pradesh,2018,4,Kurung Kumey,321,0
Arunachal Pradesh,2018,4,Siang,483,0
Arunachal Pradesh,2018,4,Kra Daadi,255,0
Arunachal Pradesh,2018,4,Changlang,4036,0
Arunachal Pradesh,2018,4,Pakke Kessang,138,0
Arunachal Pradesh,2018,4,East Siang,4813,0
Arunachal Pradesh,2018,4,Upper Subansiri,1576,0
Arunachal Pradesh,2018,4,Tawang,4085,0
Arunachal Pradesh,2018,4,Namsai,2495,0
Arunachal Pradesh,2019,1,Lower Subansiri,1879,0
Arunachal Pradesh,2019,1,Tirap,2082,0
Arunachal Pradesh,2019,1,Papum Pare,26298,0
Arunachal Pradesh,2019,1,Anjaw,934,0
Arunachal Pradesh,2019,1,Lower Siang,1123,0
Arunachal Pradesh,2019,1,Dibang Valley,211,0
Arunachal Pradesh,2019,1,West Kameng,8115,0
Arunachal Pradesh,2019,1,Shi Yomi,186,0
Arunachal Pradesh,2019,1,East Kameng,876,0
Arunachal Pradesh,2019,1,Lohit,4416,0
Arunachal Pradesh,2019,1,Lepa Rada,710,0
Arunachal Pradesh,2019,1,Lower Dibang Valley,2314,0
Arunachal Pradesh,2019,1,Longding,1152,0
Arunachal Pradesh,2019,1,West Siang,2656,0
Arunachal Pradesh,2019,1,Kamle,141,0
Arunachal Pradesh,2019,1,Upper Siang,1125,0
Arunachal Pradesh,2019,1,Kurung Kumey,385,0
Arunachal Pradesh,2019,1,Siang,651,0
Arunachal Pradesh,2019,1,Kra Daadi,350,0
Arunachal Pradesh,2019,1,Changlang,5210,0
Arunachal Pradesh,2019,1,Pakke Kessang,162,0
Arunachal Pradesh,2019,1,East Siang,5899,0
Arunachal Pradesh,2019,1,Upper Subansiri,1906,0
Arunachal Pradesh,2019,1,Tawang,5023,0
Arunachal Pradesh,2019,1,Namsai,3153,0
Arunachal Pradesh,2019,2,Lower Subansiri,2463,11644
Arunachal Pradesh,2019,2,Tirap,2697,12779
Arunachal Pradesh,2019,2,Papum Pare,32800,163673
Arunachal Pradesh,2019,2,Anjaw,1175,4993
Arunachal Pradesh,2019,2,Lower Siang,1457,7737
Arunachal Pradesh,2019,2,Dibang Valley,241,258
Arunachal Pradesh,2019,2,West Kameng,9782,73944
Arunachal Pradesh,2019,2,Shi Yomi,225,24
Arunachal Pradesh,2019,2,East Kameng,1075,4146
Arunachal Pradesh,2019,2,Lohit,5485,32550
Arunachal Pradesh,2019,2,Lepa Rada,903,4196
Arunachal Pradesh,2019,2,Lower Dibang Valley,2842,12669
Arunachal Pradesh,2019,2,Longding,1420,13256
Arunachal Pradesh,2019,2,West Siang,3393,15972
Arunachal Pradesh,2019,2,Kamle,212,972
Arunachal Pradesh,2019,2,Upper Siang,1372,2710
Arunachal Pradesh,2019,2,Kurung Kumey,481,2171
Arunachal Pradesh,2019,2,Siang,831,3209
Arunachal Pradesh,2019,2,Kra Daadi,440,2639
Arunachal Pradesh,2019,2,Changlang,6884,37725
Arunachal Pradesh,2019,2,Pakke Kessang,211,1237
Arunachal Pradesh,2019,2,East Siang,7319,34596
Arunachal Pradesh,2019,2,Upper Subansiri,2355,9043
Arunachal Pradesh,2019,2,Tawang,5908,32103
Arunachal Pradesh,2019,2,Namsai,3914,18627
Arunachal Pradesh,2019,3,Lower Subansiri,2928,42877
Arunachal Pradesh,2019,3,Tirap,3099,49222
Arunachal Pradesh,2019,3,Papum Pare,38845,582435
Arunachal Pradesh,2019,3,Anjaw,1358,19509
Arunachal Pradesh,2019,3,Lower Siang,1689,25736
Arunachal Pradesh,2019,3,Dibang Valley,271,1436
Arunachal Pradesh,2019,3,West Kameng,11186,260068
Arunachal Pradesh,2019,3,Shi Yomi,239,158
Arunachal Pradesh,2019,3,East Kameng,1304,19974
Arunachal Pradesh,2019,3,Lohit,6421,112322
Arunachal Pradesh,2019,3,Lepa Rada,1064,13695
Arunachal Pradesh,2019,3,Lower Dibang Valley,3398,43057
Arunachal Pradesh,2019,3,Longding,1634,46571
Arunachal Pradesh,2019,3,West Siang,4101,64241
Arunachal Pradesh,2019,3,Kamle,258,3686
Arunachal Pradesh,2019,3,Upper Siang,1486,8960
Arunachal Pradesh,2019,3,Kurung Kumey,572,8396
Arunachal Pradesh,2019,3,Siang,948,13437
Arunachal Pradesh,2019,3,Kra Daadi,524,11363
Arunachal Pradesh,2019,3,Changlang,8145,139098
Arunachal Pradesh,2019,3,Pakke Kessang,244,5099
Arunachal Pradesh,2019,3,East Siang,8571,118071
Arunachal Pradesh,2019,3,Upper Subansiri,2748,35114
Arunachal Pradesh,2019,3,Tawang,6553,114907
Arunachal Pradesh,2019,3,Namsai,4563,72268
Arunachal Pradesh,2019,4,Lower Subansiri,3564,53396
Arunachal Pradesh,2019,4,Tirap,3605,67097
Arunachal Pradesh,2019,4,Papum Pare,44746,670934
Arunachal Pradesh,2019,4,Anjaw,1564,23729
Arunachal Pradesh,2019,4,Lower Siang,1921,28156
Arunachal Pradesh,2019,4,Dibang Valley,289,1738
Arunachal Pradesh,2019,4,West Kameng,12562,313584
Arunachal Pradesh,2019,4,Shi Yomi,266,880
Arunachal Pradesh,2019,4,East Kameng,1623,27850
Arunachal Pradesh,2019,4,Lohit,7386,129353
Arunachal Pradesh,2019,4,Lepa Rada,1263,20798
Arunachal Pradesh,2019,4,Lower Dibang Valley,3944,50034
Arunachal Pradesh,2019,4,Longding,1847,48945
Arunachal Pradesh,2019,4,West Siang,4773,70790
Arunachal Pradesh,2019,4,Kamle,323,5098
Arunachal Pradesh,2019,4,Upper Siang,1804,26060
Arunachal Pradesh,2019,4,Kurung Kumey,653,7904
Arunachal Pradesh,2019,4,Siang,1131,19220
Arunachal Pradesh,2019,4,Kra Daadi,603,13700
Arunachal Pradesh,2019,4,Changlang,9662,152680
Arunachal Pradesh,2019,4,Pakke Kessang,296,5981
Arunachal Pradesh,2019,4,East Siang,9859,132534
Arunachal Pradesh,2019,4,Upper Subansiri,3144,42354
Arunachal Pradesh,2019,4,Tawang,7303,139898
Arunachal Pradesh,2019,4,Namsai,5190,87627
Arunachal Pradesh,2020,1,Lower Subansiri,4351,72887
Arunachal Pradesh,2020,1,Tirap,4261,76554
Arunachal Pradesh,2020,1,Papum Pare,51342,819599
Arunachal Pradesh,2020,1,Anjaw,1747,25453
Arunachal Pradesh,2020,1,Lower Siang,2201,35216
Arunachal Pradesh,2020,1,Dibang Valley,320,2195
Arunachal Pradesh,2020,1,West Kameng,13983,332479
Arunachal Pradesh,2020,1,Shi Yomi,290,989
Arunachal Pradesh,2020,1,East Kameng,1962,37103
Arunachal Pradesh,2020,1,Lohit,8454,159158
Arunachal Pradesh,2020,1,Lepa Rada,1532,28280
Arunachal Pradesh,2020,1,Lower Dibang Valley,4650,71091
Arunachal Pradesh,2020,1,Longding,2201,58817
Arunachal Pradesh,2020,1,West Siang,5757,97255
Arunachal Pradesh,2020,1,Kamle,373,7135
Arunachal Pradesh,2020,1,Upper Siang,2143,37600
Arunachal Pradesh,2020,1,Kurung Kumey,725,11471
Arunachal Pradesh,2020,1,Siang,1390,24530
Arunachal Pradesh,2020,1,Kra Daadi,701,16770
Arunachal Pradesh,2020,1,Changlang,11262,201632
Arunachal Pradesh,2020,1,Pakke Kessang,371,9758
Arunachal Pradesh,2020,1,East Siang,11298,167166
Arunachal Pradesh,2020,1,Upper Subansiri,3675,56522
Arunachal Pradesh,2020,1,Tawang,8048,138728
Arunachal Pradesh,2020,1,Namsai,6029,109933
Arunachal Pradesh,2020,2,Lower Subansiri,5392,108893
Arunachal Pradesh,2020,2,Tirap,5239,114770
Arunachal Pradesh,2020,2,Papum Pare,59968,932769
Arunachal Pradesh,2020,2,Anjaw,1961,34903
Arunachal Pradesh,2020,2,Lower Siang,2644,48738
Arunachal Pradesh,2020,2,Dibang Valley,367,4076
Arunachal Pradesh,2020,2,West Kameng,15766,394250
Arunachal Pradesh,2020,2,Shi Yomi,320,1597
Arunachal Pradesh,2020,2,East Kameng,2506,53112
Arunachal Pradesh,2020,2,Lohit,10154,219948
Arunachal Pradesh,2020,2,Lepa Rada,1890,38098
Arunachal Pradesh,2020,2,Lower Dibang Valley,5782,110670
Arunachal Pradesh,2020,2,Longding,2751,86086
Arunachal Pradesh,2020,2,West Siang,7239,147515
Arunachal Pradesh,2020,2,Kamle,509,11566
Arunachal Pradesh,2020,2,Upper Siang,2552,54123
Arunachal Pradesh,2020,2,Kurung Kumey,834,16738
Arunachal Pradesh,2020,2,Siang,1831,40101
Arunachal Pradesh,2020,2,Kra Daadi,870,25480
Arunachal Pradesh,2020,2,Changlang,14036,293705
Arunachal Pradesh,2020,2,Pakke Kessang,438,13500
Arunachal Pradesh,2020,2,East Siang,13601,235755
Arunachal Pradesh,2020,2,Upper Subansiri,4465,80310
Arunachal Pradesh,2020,2,Tawang,8993,170812
Arunachal Pradesh,2020,2,Namsai,7426,149491
Arunachal Pradesh,2020,3,Lower Subansiri,6456,117359
Arunachal Pradesh,2020,3,Tirap,6119,125437
Arunachal Pradesh,2020,3,Papum Pare,69419,1157730
Arunachal Pradesh,2020,3,Anjaw,2226,42320
Arunachal Pradesh,2020,3,Lower Siang,2983,51520
Arunachal Pradesh,2020,3,Dibang Valley,411,4634
Arunachal Pradesh,2020,3,West Kameng,17636,461190
Arunachal Pradesh,2020,3,Shi Yomi,337,2788
Arunachal Pradesh,2020,3,East Kameng,3169,63062
Arunachal Pradesh,2020,3,Lohit,11755,264444
Arunachal Pradesh,2020,3,Lepa Rada,2304,47233
Arunachal Pradesh,2020,3,Lower Dibang Valley,6799,117752
Arunachal Pradesh,2020,3,Longding,3277,91330
Arunachal Pradesh,2020,3,West Siang,8623,158496
Arunachal Pradesh,2020,3,Kamle,639,12196
Arunachal Pradesh,2020,3,Upper Siang,3011,59246
Arunachal Pradesh,2020,3,Kurung Kumey,1025,18583
Arunachal Pradesh,2020,3,Siang,2225,42723
Arunachal Pradesh,2020,3,Kra Daadi,1026,29126
Arunachal Pradesh,2020,3,Changlang,16385,326045
Arunachal Pradesh,2020,3,Pakke Kessang,508,11721
Arunachal Pradesh,2020,3,East Siang,15921,302165
Arunachal Pradesh,2020,3,Upper Subansiri,5295,106598
Arunachal Pradesh,2020,3,Tawang,9944,224583
Arunachal Pradesh,2020,3,Namsai,8553,165140
Arunachal Pradesh,2020,4,Lower Subansiri,7388,124398
Arunachal Pradesh,2020,4,Tirap,6805,134124
Arunachal Pradesh,2020,4,Papum Pare,77936,1397025
Arunachal Pradesh,2020,4,Anjaw,2485,61121
Arunachal Pradesh,2020,4,Lower Siang,3320,54476
Arunachal Pradesh,2020,4,Dibang Valley,444,7677
Arunachal Pradesh,2020,4,West Kameng,19464,455337
Arunachal Pradesh,2020,4,Shi Yomi,370,5847
Arunachal Pradesh,2020,4,East Kameng,3638,62876
Arunachal Pradesh,2020,4,Lohit,13126,285992
Arunachal Pradesh,2020,4,Lepa Rada,2735,57036
Arunachal Pradesh,2020,4,Lower Dibang Valley,7693,132469
Arunachal Pradesh,2020,4,Longding,3753,87881
Arunachal Pradesh,2020,4,West Siang,9911,180696
Arunachal Pradesh,2020,4,Kamle,745,14866
Arunachal Pradesh,2020,4,Upper Siang,3497,80140
Arunachal Pradesh,2020,4,Kurung Kumey,1173,21168
Arunachal Pradesh,2020,4,Siang,2635,48090
Arunachal Pradesh,2020,4,Kra Daadi,1141,27924
Arunachal Pradesh,2020,4,Changlang,18203,320708
Arunachal Pradesh,2020,4,Pakke Kessang,593,11458
Arunachal Pradesh,2020,4,East Siang,17822,349321
Arunachal Pradesh,2020,4,Upper Subansiri,6069,125505
Arunachal Pradesh,2020,4,Tawang,10909,249095
Arunachal Pradesh,2020,4,Namsai,9437,177437
Arunachal Pradesh,2021,1,Lower Subansiri,8044,136547
Arunachal Pradesh,2021,1,Tirap,7376,136247
Arunachal Pradesh,2021,1,Papum Pare,84715,1553363
Arunachal Pradesh,2021,1,Anjaw,2660,55283
Arunachal Pradesh,2021,1,Lower Siang,3594,61226
Arunachal Pradesh,2021,1,Dibang Valley,478,9538
Arunachal Pradesh,2021,1,West Kameng,21027,483047
Arunachal Pradesh,2021,1,Shi Yomi,390,7228
Arunachal Pradesh,2021,1,East Kameng,3990,69455
Arunachal Pradesh,2021,1,Lohit,14231,295880
Arunachal Pradesh,2021,1,Lepa Rada,3008,68424
Arunachal Pradesh,2021,1,Lower Dibang Valley,8402,145425
Arunachal Pradesh,2021,1,Longding,4117,92482
Arunachal Pradesh,2021,1,West Siang,10836,191242
Arunachal Pradesh,2021,1,Kamle,814,16142
Arunachal Pradesh,2021,1,Upper Siang,3847,87503
Arunachal Pradesh,2021,1,Kurung Kumey,1287,25911
Arunachal Pradesh,2021,1,Siang,2878,56271
Arunachal Pradesh,2021,1,Kra Daadi,1244,30137
Arunachal Pradesh,2021,1,Changlang,19716,344148
Arunachal Pradesh,2021,1,Pakke Kessang,647,14995
Arunachal Pradesh,2021,1,East Siang,19342,363085
Arunachal Pradesh,2021,1,Upper Subansiri,6577,122422
Arunachal Pradesh,2021,1,Tawang,11778,230123
Arunachal Pradesh,2021,1,Namsai,10242,200584
Arunachal Pradesh,2021,2,Lower Subansiri,8685,444426
Arunachal Pradesh,2021,2,Tirap,7955,547430
Arunachal Pradesh,2021,2,Papum Pare,90871,1786163
Arunachal Pradesh,2021,2,Anjaw,2866,174807
Arunachal Pradesh,2021,2,Lower Siang,3872,246789
Arunachal Pradesh,2021,2,Dibang Valley,516,77457
Arunachal Pradesh,2021,2,West Kameng,22625,1490269
Arunachal Pradesh,2021,2,Shi Yomi,430,99619
Arunachal Pradesh,2021,2,East Kameng,4314,221705
Arunachal Pradesh,2021,2,Lohit,15360,1008718
Arunachal Pradesh,2021,2,Lepa Rada,3249,228236
Arunachal Pradesh,2021,2,Lower Dibang Valley,9094,434361
Arunachal Pradesh,2021,2,Longding,4456,495881
Arunachal Pradesh,2021,2,West Siang,11657,467127
Arunachal Pradesh,2021,2,Kamle,883,164726
Arunachal Pradesh,2021,2,Upper Siang,4145,428792
Arunachal Pradesh,2021,2,Kurung Kumey,1398,201782
Arunachal Pradesh,2021,2,Siang,3116,410979
Arunachal Pradesh,2021,2,Kra Daadi,1353,150762
Arunachal Pradesh,2021,2,Changlang,21404,1212334
Arunachal Pradesh,2021,2,Pakke Kessang,702,156638
Arunachal Pradesh,2021,2,East Siang,20817,855042
Arunachal Pradesh,2021,2,Upper Subansiri,7057,293916
Arunachal Pradesh,2021,2,Tawang,12636,830993
Arunachal Pradesh,2021,2,Namsai,11111,596897
Arunachal Pradesh,2021,3,Lower Subansiri,9451,558377
Arunachal Pradesh,2021,3,Tirap,8665,578706
Arunachal Pradesh,2021,3,Papum Pare,97854,2308276
Arunachal Pradesh,2021,3,Anjaw,3099,267726
Arunachal Pradesh,2021,3,Lower Siang,4229,347190
Arunachal Pradesh,2021,3,Dibang Valley,571,113574
Arunachal Pradesh,2021,3,West Kameng,24489,2155265
Arunachal Pradesh,2021,3,Shi Yomi,473,181457
Arunachal Pradesh,2021,3,East Kameng,4671,265900
Arunachal Pradesh,2021,3,Lohit,16680,1408514
Arunachal Pradesh,2021,3,Lepa Rada,3527,264771
Arunachal Pradesh,2021,3,Lower Dibang Valley,9920,581463
Arunachal Pradesh,2021,3,Longding,4890,594284
Arunachal Pradesh,2021,3,West Siang,12616,544772
Arunachal Pradesh,2021,3,Kamle,974,203013
Arunachal Pradesh,2021,3,Upper Siang,4506,556857
Arunachal Pradesh,2021,3,Kurung Kumey,1509,292922
Arunachal Pradesh,2021,3,Siang,3396,433332
Arunachal Pradesh,2021,3,Kra Daadi,1475,179974
Arunachal Pradesh,2021,3,Changlang,23328,1668215
Arunachal Pradesh,2021,3,Pakke Kessang,770,213423
Arunachal Pradesh,2021,3,East Siang,22538,1086775
Arunachal Pradesh,2021,3,Upper Subansiri,7652,375423
Arunachal Pradesh,2021,3,Tawang,13650,1355010
Arunachal Pradesh,2021,3,Namsai,12140,674435
Arunachal Pradesh,2021,4,Lower Subansiri,10187,348485
Arunachal Pradesh,2021,4,Tirap,9331,311867
Arunachal Pradesh,2021,4,Papum Pare,104806,3554385
Arunachal Pradesh,2021,4,Anjaw,3342,125753
Arunachal Pradesh,2021,4,Lower Siang,4550,156209
Arunachal Pradesh,2021,4,Dibang Valley,621,18166
Arunachal Pradesh,2021,4,West Kameng,26237,1160379
Arunachal Pradesh,2021,4,Shi Yomi,498,15201
Arunachal Pradesh,2021,4,East Kameng,5027,153109
Arunachal Pradesh,2021,4,Lohit,17980,728676
Arunachal Pradesh,2021,4,Lepa Rada,3810,168938
Arunachal Pradesh,2021,4,Lower Dibang Valley,10679,341060
Arunachal Pradesh,2021,4,Longding,5345,215529
Arunachal Pradesh,2021,4,West Siang,13555,389171
Arunachal Pradesh,2021,4,Kamle,1069,48042
Arunachal Pradesh,2021,4,Upper Siang,4850,208167
Arunachal Pradesh,2021,4,Kurung Kumey,1633,54213
Arunachal Pradesh,2021,4,Siang,3675,121770
Arunachal Pradesh,2021,4,Kra Daadi,1593,63448
Arunachal Pradesh,2021,4,Changlang,25155,829350
Arunachal Pradesh,2021,4,Pakke Kessang,835,35976
Arunachal Pradesh,2021,4,East Siang,24208,897713
Arunachal Pradesh,2021,4,Upper Subansiri,8201,240330
Arunachal Pradesh,2021,4,Tawang,14665,506240
Arunachal Pradesh,2021,4,Namsai,13092,538118
Arunachal Pradesh,2022,1,Lower Subansiri,10854,1566925
Arunachal Pradesh,2022,1,Tirap,9972,1634844
Arunachal Pradesh,2022,1,Papum Pare,111271,3209286
Arunachal Pradesh,2022,1,Anjaw,3560,640611
Arunachal Pradesh,2022,1,Lower Siang,4882,1085994
Arunachal Pradesh,2022,1,Dibang Valley,656,267633
Arunachal Pradesh,2022,1,West Kameng,27860,4098935
Arunachal Pradesh,2022,1,Shi Yomi,540,230973
Arunachal Pradesh,2022,1,East Kameng,5355,703590
Arunachal Pradesh,2022,1,Lohit,19214,3212352
Arunachal Pradesh,2022,1,Lepa Rada,4049,1182371
Arunachal Pradesh,2022,1,Lower Dibang Valley,11401,1918566
Arunachal Pradesh,2022,1,Longding,5700,1728795
Arunachal Pradesh,2022,1,West Siang,14420,1420049
Arunachal Pradesh,2022,1,Kamle,1144,758412
Arunachal Pradesh,2022,1,Upper Siang,5146,2047229
Arunachal Pradesh,2022,1,Kurung Kumey,1744,845626
Arunachal Pradesh,2022,1,Siang,3942,1227784
Arunachal Pradesh,2022,1,Kra Daadi,1701,720274
Arunachal Pradesh,2022,1,Changlang,26904,4323291
Arunachal Pradesh,2022,1,Pakke Kessang,887,770322
Arunachal Pradesh,2022,1,East Siang,25763,3444101
Arunachal Pradesh,2022,1,Upper Subansiri,8731,921019
Arunachal Pradesh,2022,1,Tawang,15589,1922991
Arunachal Pradesh,2022,1,Namsai,14054,1536586
Arunachal Pradesh,2022,2,Lower Subansiri,11479,1637036
Arunachal Pradesh,2022,2,Tirap,10538,2173316
Arunachal Pradesh,2022,2,Papum Pare,117568,3870115
Arunachal Pradesh,2022,2,Anjaw,3769,942878
Arunachal Pradesh,2022,2,Lower Siang,5161,1296404
Arunachal Pradesh,2022,2,Dibang Valley,701,212502
Arunachal Pradesh,2022,2,West Kameng,29424,5493311
Arunachal Pradesh,2022,2,Shi Yomi,575,197796
Arunachal Pradesh,2022,2,East Kameng,5680,791335
Arunachal Pradesh,2022,2,Lohit,20325,3608724
Arunachal Pradesh,2022,2,Lepa Rada,4265,1110684
Arunachal Pradesh,2022,2,Lower Dibang Valley,12040,2045531
Arunachal Pradesh,2022,2,Longding,6034,1821245
Arunachal Pradesh,2022,2,West Siang,15231,1555876
Arunachal Pradesh,2022,2,Kamle,1210,1066185
Arunachal Pradesh,2022,2,Upper Siang,5440,2396815
Arunachal Pradesh,2022,2,Kurung Kumey,1854,734369
Arunachal Pradesh,2022,2,Siang,4160,1500428
Arunachal Pradesh,2022,2,Kra Daadi,1797,724575
Arunachal Pradesh,2022,2,Changlang,28495,5476741
Arunachal Pradesh,2022,2,Pakke Kessang,945,590302
Arunachal Pradesh,2022,2,East Siang,27240,3704889
Arunachal Pradesh,2022,2,Upper Subansiri,9235,1261876
Arunachal Pradesh,2022,2,Tawang,16475,3393271
Arunachal Pradesh,2022,2,Namsai,14887,2283314
Arunachal Pradesh,2022,3,Lower Subansiri,12085,2475131
Arunachal Pradesh,2022,3,Tirap,11115,2414601
Arunachal Pradesh,2022,3,Papum Pare,124095,4843797
Arunachal Pradesh,2022,3,Anjaw,3966,844043
Arunachal Pradesh,2022,3,Lower Siang,5436,1508192
Arunachal Pradesh,2022,3,Dibang Valley,740,285052
Arunachal Pradesh,2022,3,West Kameng,30964,7334928
Arunachal Pradesh,2022,3,Shi Yomi,598,312490
Arunachal Pradesh,2022,3,East Kameng,5997,1054633
Arunachal Pradesh,2022,3,Lohit,21385,4282624
